drug_key	atc	numerator_value	numerator_unit	denominator_value	denominator_unit	actual_unit	route	route_long	hospital_name	n	drug_names
J01EE01_GA_1600_mg_mg	J01EE01	1600	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract, Vejle_extract	13	Sulfamethoxazol m Trimethoprim Skanderborg (400+80 mg), Sulfametoxazol (400mg) med trimetoprim (80mg), Sulfametoxazol med trimetoprim
J01EE01_GA_5.0_ml_ml	J01EE01	5	ml	NA	NA	ml	GA	gastrointestinal = peroral	Rigshospital_almen	14	Bactrim 200/40 mg i 5 ml, Sulfamethoxazol m trimethoprim (40mg/ml+8mg/ml) Skanderborg, Sulfametoxazol m/trimetoprim 40 mg/ml + 8 mg/ml
J01EE01_IV_800_mg_mg	J01EE01	800	mg	NA	NA	mg	IV	intravenous	bispebjerg, Esbjerg, Vejle_extract	15	Bactrim """"Roche"""", Bactrim inf. 400mg/80mg, Bactrim Roche 400 mg sulfamet. +80 mg trim, Sulfametoxazol (400mg) med trimetoprim (80mg), Sulfametoxazol m trimetoprim
J01EE01_GA_800.0_mg_mg	J01EE01	800	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, Rigshospital_almen	16	Bactrim 200/40 mg i 5 ml, Bactrim Roche 400 mg sulfamet. +80 mg trim, Sulfamethoxazol m Trimethoprim Skanderborg (400+80 mg), Sulfametoxazol med trimetoprim SAD, Sulfametoxazol med trimetoprim SAD (Komb.:400mg/80mg), Sulfotrim
J01EE01_IV_1600_mg_mg	J01EE01	1600	mg	NA	NA	mg	IV	intravenous	Esbjerg, Vejle_extract	20	Bactrim """"Roche"""", Bactrim inf. 400mg/80mg, Bactrim Roche 400 mg sulfamet. +80 mg trim
J01EE01_GA_1600.0_mg_mg	J01EE01	1600	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, Rigshospital_almen	25	Bactrim Roche 400 mg sulfamet. +80 mg trim, Sulfamethoxazol m Trimethoprim Skanderborg (400+80 mg), Sulfametoxazol m trimetoprim, Sulfametoxazol med trimetoprim SAD, Sulfametoxazol med trimetoprim SAD (Komb.:400mg/80mg), Sulfotrim
J01EE01_GA_2.0_pcs_pcs	J01EE01	2	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	herlev, Odense_extract, Rigshospital_almen	26	Sulfamethoxazol m Trimethoprim Skanderborg (400+80 mg), Sulfametoxazol med trimetoprim, Sulfametoxazol med trimetoprim SAD, Sulfametoxazol med trimetoprim SAD (Komb.:400mg/80mg)
J01EE01_GA_800_mg_mg	J01EE01	800	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Odense_extract	27	Bactrim Roche 400 mg sulfamet. +80 mg trim, Sulfametoxazol (400mg) med trimetoprim (80mg), Sulfametoxazol med trimetoprim, Sulfametoxazol med trimetoprim SAD, Sulfametoxazol med trimetoprim SAD (Komb.:400mg/80mg)
J01EE01_GA_400_mg_mg	J01EE01	400	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract, Vejle_extract	28	Sulfamethoxazol m Trimethoprim Skanderborg (400+80 mg), Sulfametoxazol (400mg) med trimetoprim (80mg), Sulfametoxazol med trimetoprim
J01EE01_IV_400.0_mg_mg	J01EE01	400	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	29	Bactrim 200/40 mg i 5 ml, Bactrim Roche 400 mg sulfamet. +80 mg trim
J01EE01_GA_4_pcs_pcs	J01EE01	4	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	bispebjerg, Kolding_extract, Vejle_extract	33	Sulfamethoxazol m Trimethoprim Skanderborg (400+80 mg), Sulfametoxazol (400mg) med trimetoprim (80mg), Sulfametoxazol med trimetoprim, Sulfametoxazol med trimetoprim SAD, Sulfametoxazol med trimetoprim SAD (Komb.: 400mg/80mg), Sulfametoxazol med trimetoprim SAD (Komb.:400mg/80mg)
J01EE01_GA_400.0_mg_mg	J01EE01	400	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	36	Bactrim 200/40 mg i 5 ml, Bactrim Roche 400 mg sulfamet. +80 mg trim, Sulfamethoxazol m Trimethoprim Skanderborg (400+80 mg), Sulfametoxazol m/trimetoprim 40 mg/ml + 8 mg/ml, Sulfametoxazol med trimetoprim SAD, Sulfametoxazol med trimetoprim SAD (Komb.:400mg/80mg), Sulfotrim
J01EE01_GA_4.0_pcs_pcs	J01EE01	4	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	herlev, hvidovre, Odense_extract, Rigshospital_almen	58	Sulfamethoxazol m Trimethoprim Skanderborg (400+80 mg), Sulfametoxazol med trimetoprim, Sulfametoxazol med trimetoprim SAD, Sulfametoxazol med trimetoprim SAD (Komb.: 400mg/80mg), Sulfametoxazol med trimetoprim SAD (Komb.:400mg/80mg)
J01EE01_IV_800.0_mg_mg	J01EE01	800	mg	NA	NA	mg	IV	intravenous	bispebjerg, herlev, Rigshospital_almen	59	Bactrim 200/40 mg i 5 ml, Bactrim Roche 400 mg sulfamet. +80 mg trim, Sulfametoxazol m/trimetoprim 40 mg/ml + 8 mg/ml
J01EE01_IV_1200.0_mg_mg	J01EE01	1200	mg	NA	NA	mg	IV	intravenous	herlev, Rigshospital_almen	75	Bactrim 200/40 mg i 5 ml, Bactrim Roche 400 mg sulfamet. +80 mg trim, Sulfametoxazol m/trimetoprim 40 mg/ml + 8 mg/ml
J01EE01_IV_1600.0_mg_mg	J01EE01	1600	mg	NA	NA	mg	IV	intravenous	bispebjerg, herlev, Rigshospital_almen	85	Bactrim Roche 400 mg sulfamet. +80 mg trim, Sulfamethoxazol m Trimethoprim Skanderborg (400+80 mg), Sulfotrim
J01EE01_GA_1.0_pcs_pcs	J01EE01	1	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	herlev, hvidovre, Odense_extract, Rigshospital_almen	127	Bactrim Roche 400 mg sulfamet. +80 mg trim, Sulfamethoxazol m Trimethoprim Skanderborg (400+80 mg), Sulfametoxazol (400mg) med trimetoprim (80mg), Sulfametoxazol med trimetoprim, Sulfametoxazol med trimetoprim SAD, Sulfametoxazol med trimetoprim SAD (Komb.: 400mg/80mg), Sulfametoxazol med trimetoprim SAD (Komb.:400mg/80mg), Sulfotrim
J01EE01_IV_5.0_mg_mg	J01EE01	5	mg	1	ml	mg	IV	intravenous	Esbjerg, Odense_extract	159	Sulfametoxazol (400mg) med trimetoprim (80mg)
J01EE01_IV_3.2_mg_mg	J01EE01	3.2	mg	1	ml	mg	IV	intravenous	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Vejle_extract	323	Sulfametoxazol (400mg) med trimetoprim (80mg), Sulfametoxazol med trimetoprim
J01FA01_GA_1.0_mg_mg	J01FA01	1	mg	1	ml	mg	GA	gastrointestinal = peroral	Esbjerg	5	Abboticin
J01FA01_GA_250_mg_mg	J01FA01	250	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg	5	Abboticin, Erycin
J01FA01_IV_20.0_mg_mg	J01FA01	20	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	5	Abboticin
J01FA01_IV_250.0_mg_mg	J01FA01	250	mg	NA	NA	mg	IV	intravenous	herlev	6	Abboticin
J01FA01_IV_50.0_mg_mg	J01FA01	50	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	22	Abboticin, Erythromycin """"Panpharma""""
J01FA01_IV_100.0_mg_mg	J01FA01	100	mg	NA	NA	mg	IV	intravenous	herlev, Rigshospital_almen	41	Abboticin, Erycin, Erythromycin """"Panpharma""""
J01FA01_IV_100_mg_mg	J01FA01	100	mg	NA	NA	mg	IV	intravenous	bispebjerg, Kolding_extract	41	Abboticin, Abboticin 1 g  (Erythromycin)
J01FA01_IV_5.0_mg_mg	J01FA01	5	mg	1	ml	mg	IV	intravenous	Odense_extract, Soenderborg_extract	108	Abboticin
J01FA01_IV_1.0_mg_mg	J01FA01	1	mg	1	ml	mg	IV	intravenous	bispebjerg, Esbjerg, herlev, Odense_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	1264	Abboticin, Abboticin 1 g  (Erythromycin)
J01FA01_IV_2.0_mg_mg	J01FA01	2	mg	1	ml	mg	IV	intravenous	Esbjerg, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Soenderborg_extract, Vejle_extract	1548	Abboticin
J01FA09_IV_250.0_mg_mg	J01FA09	250	mg	NA	NA	mg	IV	intravenous	herlev, Rigshospital_almen	26	Klacid
J01FA09_IV_250_mg_mg	J01FA09	250	mg	NA	NA	mg	IV	intravenous	bispebjerg, Esbjerg, Kolding_extract, Soenderborg_extract	33	Klacid
J01FA09_GA_500_mg_mg	J01FA09	500	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Kolding_extract, Vejle_extract	38	Clarithromycin """"Actavis"""", Clarithromycin """"Hexal"""", Klacid
J01FA09_GA_500.0_mg_mg	J01FA09	500	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, hvidovre, Rigshospital_almen	44	Clarithromycin """"Hexal"""", Klacid, Klacid Abbott
J01FA09_IV_500_mg_mg	J01FA09	500	mg	NA	NA	mg	IV	intravenous	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	220	Clarithromycin """"Hexal"""", Clarithromycin Alternova, Klacid, Klaricid
J01FA09_IV_500.0_mg_mg	J01FA09	500	mg	NA	NA	mg	IV	intravenous	herlev, hvidovre, Rigshospital_almen	270	Klacid
J01FA10_GA_500.0_mg_mg	J01FA10	500	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	5	Azithromycin """"Actavis"""", Azithromycin """"Teva""""
J01FA10_IV_500_mg_mg	J01FA10	500	mg	NA	NA	mg	IV	intravenous	Odense_extract	5	Zitromax
J01FA10_GA_250.0_mg_mg	J01FA10	250	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	14	Azithromycin """"Jubilant"""", Azithromycin """"Teva"""", Azithromycin 1A Farma, Zitromax
J01FF01_IV_600.0_mg_mg	J01FF01	600	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	11	Clindamycin """"Stragen"""", Dalacin
J01FF01_IV_6.0_mg_mg/kg	J01FF01	6	mg	1	ml	mg/kg	IV	intravenous	Rigshospital_almen	13	Clindamycin """"Stragen""""
J01FF01_IV_6.0_mg_mg	J01FF01	6	mg	1	ml	mg	IV	intravenous	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Soenderborg_extract, Vejle_extract	912	Clindamycin """"Stragen"""", Dalacin
J01GB01_IH_300_mg_mg	J01GB01	300	mg	NA	NA	mg	IH	inhalation	Odense_extract	5	Tobi
J01GB01_LO_40.0_mg_mg	J01GB01	40	mg	NA	NA	mg	LO	local	hvidovre	9	Tobramycin sulfat
J01GB01_IH_300.0_mg_mg	J01GB01	300	mg	NA	NA	mg	IH	inhalation	Rigshospital_almen	44	Tobi
J01GB03_IV_180_mg_mg	J01GB03	180	mg	NA	NA	mg	IV	intravenous	Esbjerg	5	Garamycin
J01GB03_IV_200.0_mg_mg	J01GB03	200	mg	NA	NA	mg	IV	intravenous	Esbjerg	5	Hexamycin
J01GB03_IV_240_mg_mg	J01GB03	240	mg	NA	NA	mg	IV	intravenous	Esbjerg	5	Garamycin
J01GB03_IV_280.0_mg_mg	J01GB03	280	mg	NA	NA	mg	IV	intravenous	Esbjerg	5	Hexamycin
J01GB03_IV_300.0_mg_mg	J01GB03	300	mg	NA	NA	mg	IV	intravenous	Esbjerg	5	Hexamycin
J01GB03_IV_320.0_mg_mg	J01GB03	320	mg	NA	NA	mg	IV	intravenous	Esbjerg	5	Hexamycin
J01GB03_IV_160.0_mg_mg	J01GB03	160	mg	NA	NA	mg	IV	intravenous	herlev	6	Hexamycin
J01GB03_LO_40.0_mg_mg	J01GB03	40	mg	NA	NA	mg	LO	local	hvidovre	9	Hexamycin
J01GB03_LO_80.0_mg_mg	J01GB03	80	mg	NA	NA	mg	LO	local	hvidovre	9	Hexamycin
J01GB03_NC_40.0_mg_mg	J01GB03	40	mg	NA	NA	mg	NC	[unknown]	hvidovre	9	Hexamycin
J01GB03_NC_80.0_mg_mg	J01GB03	80	mg	NA	NA	mg	NC	[unknown]	hvidovre	12	Hexamycin
J01GB03_IV_240.0_mg_mg	J01GB03	240	mg	NA	NA	mg	IV	intravenous	Esbjerg, herlev	21	Gentamicin """"B. Braun"""", Hexamycin
J01MA02_IV_18.0_mg_mg	J01MA02	18	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	5	Ciprofloxacin """"Fresenius Kabi""""
J01MA02_GA_250_mg_mg	J01MA02	250	mg	NA	NA	mg	GA	gastrointestinal = peroral	Vejle_extract	6	Ciproxin
J01MA02_GA_400_mg_mg	J01MA02	400	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg	7	Ciprofloxacin """"Fresenius Kabi"""", Ciproxin
J01MA02_IV_900.0_mg_mg	J01MA02	900	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	7	Ciprofloxacin """"Fresenius Kabi""""
J01MA02_IV_200.0_mg_mg/kg	J01MA02	200	mg	NA	NA	mg/kg	IV	intravenous	Rigshospital_almen	8	Ciprofloxacin """"Fresenius Kabi""""
J01MA02_IV_500.0_mg_mg	J01MA02	500	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	8	Ciprofloxacin """"Fresenius Kabi""""
J01MA02_IV_800.0_mg_mg	J01MA02	800	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	9	Ciprofloxacin """"Fresenius Kabi""""
J01MA02_IV_250_mg_mg	J01MA02	250	mg	NA	NA	mg	IV	intravenous	bispebjerg	10	Ciprofloxacin """"Fresenius Kabi""""
J01MA02_GA_750_mg_mg	J01MA02	750	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Vejle_extract	12	Ciproxin
J01MA02_IV_500_mg_mg	J01MA02	500	mg	NA	NA	mg	IV	intravenous	Esbjerg, Vejle_extract	12	Ciprofloxacin """"Fresenius Kabi""""
J01MA02_IV_300.0_mg_mg	J01MA02	300	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	14	Ciprofloxacin """"Fresenius Kabi"""", Ciproxin
J01MA02_IV_100.0_mg_mg	J01MA02	100	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	16	Ciprofloxacin """"Fresenius Kabi"""", Ciprofloxacin """"Villerton""""
J01MA02_IV_250.0_mg_mg	J01MA02	250	mg	NA	NA	mg	IV	intravenous	hvidovre, Rigshospital_almen	17	Ciprofloxacin """"Fresenius Kabi""""
J01MA02_GA_750.0_mg_mg	J01MA02	750	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, hvidovre, Rigshospital_almen	25	Ciprofloxacin """"Actavis"""", Ciproxin
J01MA02_IV_300_mg_mg	J01MA02	300	mg	NA	NA	mg	IV	intravenous	Kolding_extract, Odense_extract	27	Ciprofloxacin """"Fresenius Kabi"""", Ciproxin
J01MA02_IV_2.0_mg_mg	J01MA02	2	mg	1	ml	mg	IV	intravenous	Kolding_extract	28	Ciprofloxacin """"Fresenius Kabi""""
J01MA02_IV_800_mg_mg	J01MA02	800	mg	NA	NA	mg	IV	intravenous	bispebjerg, Esbjerg, Odense_extract	31	Ciprofloxacin """"Fresenius Kabi""""
J01MA02_GA_500_mg_mg	J01MA02	500	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Kolding_extract, Odense_extract, Svendborg_extract, Vejle_extract	117	Cifin, Ciprofloxacin """"Actavis"""", Ciprofloxacin """"BMM Pharma"""", Ciprofloxacin """"Fresenius Kabi"""", Ciproxin
J01MA02_IV_200.0_mg_mg	J01MA02	200	mg	NA	NA	mg	IV	intravenous	herlev, hvidovre, Rigshospital_almen	138	Ciprofloxacin """"Fresenius Kabi"""", Ciproxin
J01MA02_GA_500.0_mg_mg	J01MA02	500	mg	NA	NA	mg	GA	gastrointestinal = peroral	hvidovre, Rigshospital_almen	177	Ciprofloxacin """"1a farma"""", Ciprofloxacin """"Actavis"""", Ciproxin
J01MA02_IV_600_mg_mg	J01MA02	600	mg	NA	NA	mg	IV	intravenous	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	434	Ciprofloxacin """"Fresenius Kabi"""", Ciproxin
J01MA02_IV_600.0_mg_mg	J01MA02	600	mg	NA	NA	mg	IV	intravenous	herlev, hvidovre, Rigshospital_almen	563	Ciprofloxacin """"Claris"""", Ciprofloxacin """"Fresenius Kabi"""", Ciprofloxacin """"Villerton"""", Ciproxin
J01MA02_IV_200_mg_mg	J01MA02	200	mg	NA	NA	mg	IV	intravenous	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	626	Ciprofloxacin """"ACS Dobfar"""", Ciprofloxacin """"Fresenius Kabi"""", Ciprofloxacin """"Hameln"""", Ciprofloxacin """"Ratiopharm"""", Ciproxin
J01MA02_IV_400.0_mg_mg	J01MA02	400	mg	NA	NA	mg	IV	intravenous	herlev, hvidovre, Rigshospital_almen	3641	Ciprofloxacin """"ACS Dobfar"""", Ciprofloxacin """"Claris"""", Ciprofloxacin """"Fresenius Kabi"""", Ciprofloxacin """"Villerton"""", Ciproxin
J01MA02_IV_400_mg_mg	J01MA02	400	mg	NA	NA	mg	IV	intravenous	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	5442	Ciprofloxacin """"ACS Dobfar"""", Ciprofloxacin """"Claris"""", Ciprofloxacin """"Fresenius Kabi"""", Ciproxin
J01MA14_GA_400.0_mg_mg	J01MA14	400	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	10	Avelox
J01MA14_GA_400_mg_mg	J01MA14	400	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Kolding_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	52	Avelox
J01MA14_IV_400.0_mg_mg	J01MA14	400	mg	NA	NA	mg	IV	intravenous	herlev, Rigshospital_almen	55	Avelox, Moxifloxacin """"Fresenius Kabi""""
J01MA14_IV_400_mg_mg	J01MA14	400	mg	NA	NA	mg	IV	intravenous	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	302	Avelox
J01RA03_GA_15.0_ml_ml	J01RA03	15	ml	NA	NA	ml	GA	gastrointestinal = peroral	Rigshospital_almen	6	Tarmdesinfektionssæt
J01XA01_IV_0.003_g_g	J01XA01	0.003	g	1	ml	g	IV	intravenous	Vejle_extract	5	Vancomycin """"Fresenius Kabi""""
J01XA01_IV_1.0_mg_mg	J01XA01	1	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	5	Vancomycin  1 g  Serie, Vancomycin """"Hospira""""
J01XA01_IV_10.0_mg_mg	J01XA01	10	mg	NA	NA	mg	IV	intravenous	Odense_extract	5	Vancomycin """"alpharma""""
J01XA01_IV_1125.0_mg_mg	J01XA01	1125	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	5	Vancomycin """"Fresenius Kabi""""
J01XA01_IV_2_g_g	J01XA01	2	g	NA	NA	g	IV	intravenous	Esbjerg	5	Vancomycin Hospira
J01XA01_IV_350.0_mg_mg	J01XA01	350	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	5	Vancomycin """"Hospira""""
J01XA01_IV_50.0_mg_mg	J01XA01	50	mg	1	ml	mg	IV	intravenous	Rigshospital_almen	5	Vancomycin """"Fresenius Kabi""""
J01XA01_IV_75.0_mg_mg	J01XA01	75	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	5	Vancocin
J01XA01_IV_900.0_mg_mg	J01XA01	900	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	5	Vancomycin  1 g  Serie, Vancomycin """"Fresenius Kabi"""", Vancomycin """"Orion""""
J01XA01_NC_1.0_mg_mg	J01XA01	1	mg	1	ml	mg	NC	[unknown]	hvidovre	5	Vancomycin """"Fresenius Kabi"""", Vancomycin """"Hospira""""
J01XA01_PR_500.0_mg_mg	J01XA01	500	mg	NA	NA	mg	PR	rectal	hvidovre	5	Vancomycin """"alpharma"""", Vancomycin """"Fresenius Kabi""""
J01XA01_IP_0.05_mg_mg	J01XA01	0.05	mg	1	ml	mg	IP	intraperitoneal	Rigshospital_almen	6	Vancomycin """"alpharma""""
J01XA01_IV_150.0_mg_mg	J01XA01	150	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	6	Vancocin, Vancomycin """"Hospira""""
J01XA01_IV_525.0_mg_mg	J01XA01	525	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	6	Vancomycin """"Hospira""""
J01XA01_IV_650.0_mg_mg	J01XA01	650	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	6	Vancomycin """"Hospira""""
J01XA01_IV_0.2_g_g	J01XA01	0.2	g	NA	NA	g	IV	intravenous	Rigshospital_almen	7	Vancocin
J01XA01_IV_0.3_g_g	J01XA01	0.3	g	NA	NA	g	IV	intravenous	Rigshospital_almen	7	Vancocin
J01XA01_IV_1750.0_mg_mg	J01XA01	1750	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	7	Vancomycin """"Hospira"""", Vancomycin """"Orion""""
J01XA01_GA_1000.0_mg_mg	J01XA01	1000	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	8	Vancomycin """"alpharma""""
J01XA01_IV_1000.0_g_g	J01XA01	1000	g	NA	NA	g	IV	intravenous	Rigshospital_almen	8	Vancomycin """"Fresenius Kabi""""
J01XA01_IV_500.0_g_g	J01XA01	500	g	NA	NA	g	IV	intravenous	Rigshospital_almen	8	Vancomycin """"alpharma"""", Vancomycin """"Hospira""""
J01XA01_IV_850.0_mg_mg	J01XA01	850	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	8	Vancomycin """"Hospira""""
J01XA01_IV_1200.0_mg_mg	J01XA01	1200	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	9	Vancocin, Vancomycin """"Hospira""""
J01XA01_IV_1350.0_mg_mg	J01XA01	1350	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	9	Vancocin, Vancomycin """"Hospira"""", Vancomycin """"Orion""""
J01XA01_IV_315.0_mg_mg	J01XA01	315	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	9	Vancocin, Vancomycin """"Fresenius Kabi""""
J01XA01_IV_1.3_g_g	J01XA01	1.3	g	NA	NA	g	IV	intravenous	Rigshospital_almen	10	Vancomycin """"Fresenius Kabi""""
J01XA01_IV_800.0_mg_mg	J01XA01	800	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	10	Vancocin, Vancomycin """"Fresenius Kabi"""", Vancomycin """"Hospira"""", Vancomycin 500 mg + NaCl iso MINIBAG-plus 100 ml
J01XA01_IB_5.0_mg_mg	J01XA01	5	mg	NA	NA	mg	IB	in urinary bladder	Rigshospital_almen	11	Vancocin, Vancomycin """"Hospira"""", Vancomycin """"Orion""""
J01XA01_IV_100.0_mg_mg	J01XA01	100	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	11	Vancocin, Vancomycin """"Fresenius Kabi"""", Vancomycin """"Hospira""""
J01XA01_NC_100.0_mg_mg	J01XA01	100	mg	NA	NA	mg	NC	[unknown]	hvidovre	11	Vancomycin """"Fresenius Kabi"""", Vancomycin """"Hospira""""
J01XA01_IV_1.2_g_g	J01XA01	1.2	g	NA	NA	g	IV	intravenous	Rigshospital_almen	13	Vancocin, Vancomycin  1 g  Serie, Vancomycin """"Fresenius Kabi"""", Vancomycin """"Hospira""""
J01XA01_IV_2.5_g_g	J01XA01	2.5	g	NA	NA	g	IV	intravenous	Rigshospital_almen	13	Vancomycin """"Hospira"""", Vancomycin """"Orion""""
J01XA01_IV_700.0_mg_mg	J01XA01	700	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	14	Vancomycin """"Hospira"""", Vancomycin """"Orion""""
J01XA01_IV_1.25_g_g	J01XA01	1.25	g	NA	NA	g	IV	intravenous	Rigshospital_almen	15	Vancomycin """"Hospira""""
J01XA01_IV_1800.0_mg_mg	J01XA01	1800	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	15	Vancomycin """"Fresenius Kabi"""", Vancomycin """"Orion""""
J01XA01_IV_1_g_g	J01XA01	1	g	NA	NA	g	IV	intravenous	Esbjerg, Svendborg_extract	15	Vancomycin """"Hospira"""", Vancomycin Fresenius Kabi, Vancomycin Hospira, Vancomycin og NaCl isot.
J01XA01_IV_600.0_mg_mg	J01XA01	600	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	15	Vancomycin """"Fresenius Kabi"""", Vancomycin """"Hospira""""
J01XA01_IV_1650.0_mg_mg	J01XA01	1650	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	16	Vancomycin """"Fresenius Kabi""""
J01XA01_IV_500_mg_mg	J01XA01	500	mg	NA	NA	mg	IV	intravenous	bispebjerg, Esbjerg	16	Vancomycin """"alpharma"""", Vancomycin """"Fresenius Kabi"""", Vancomycin """"Hospira"""", Vancomycin """"Orion""""
J01XA01_LO_250.0_mg_mg	J01XA01	250	mg	NA	NA	mg	LO	local	hvidovre	16	Vancomycin """"Fresenius Kabi"""", Vancomycin """"Hospira"""", Vancomycin """"Sandoz""""
J01XA01_IV_0.005_mg_mg	J01XA01	0.005	mg	1	ml	mg	IV	intravenous	hvidovre, Rigshospital_almen, Soenderborg_extract	19	Vancomycin """"alpharma""""
J01XA01_IV_200.0_mg_mg	J01XA01	200	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	19	Vancocin, Vancomycin  1 g  Serie, Vancomycin """"alpharma"""", Vancomycin """"Hospira""""
J01XA01_IV_400.0_mg_mg	J01XA01	400	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	20	Vancocin, Vancomycin """"Fresenius Kabi"""", Vancomycin """"Hospira"""", Vancomycin """"Orion""""
J01XA01_IV_5.0_g_g	J01XA01	5	g	1	ml	g	IV	intravenous	Esbjerg, Odense_extract, Rigshospital_almen	24	Vancomycin """"alpharma"""", Vancomycin """"Fresenius Kabi"""", Vancomycin """"Hospira""""
J01XA01_IT_10.0_mg_mg	J01XA01	10	mg	1	ml	mg	IT	intratecal	Odense_extract	26	Vancomycin """"alpharma""""
J01XA01_IP_250.0_mg_mg	J01XA01	250	mg	NA	NA	mg	IP	intraperitoneal	hvidovre	30	Vancomycin """"Fresenius Kabi"""", Vancomycin """"Hospira""""
J01XA01_IV_1000_mg_mg	J01XA01	1000	mg	NA	NA	mg	IV	intravenous	bispebjerg, Esbjerg, Svendborg_extract	30	Vancomycin """"alpharma"""", Vancomycin """"Fresenius Kabi"""", Vancomycin """"Hospira"""", Vancomycin """"Orion"""", Vancomycin Fresenius Kabi
J01XA01_IP_100.0_mg_mg	J01XA01	100	mg	NA	NA	mg	IP	intraperitoneal	hvidovre	32	Vancomycin """"Fresenius Kabi"""", Vancomycin """"Hospira""""
J01XA01_IV_250.0_mg_mg	J01XA01	250	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	33	Vancocin, Vancomycin """"alpharma"""", Vancomycin """"Fresenius Kabi"""", Vancomycin """"Hospira""""
J01XA01_NC_250.0_mg_mg	J01XA01	250	mg	NA	NA	mg	NC	[unknown]	hvidovre	33	Vancomycin """"alpharma"""", Vancomycin """"Fresenius Kabi"""", Vancomycin """"Hospira""""
